region,city,date,time,temperature,max_temperature
NCR,Manila,2025-07-10,16:00,38.9,41.6
NCR,Manila,2025-07-10,17:00,49.0,51.7
NCR,Manila,2025-07-10,18:00,34.1,36.8
NCR,Manila,2025-07-10,19:00,35.3,37.9
NCR,Manila,2025-07-10,20:00,44.6,47.4
NCR,Manila,2025-07-10,21:00,58.8,61.8
NCR,Manila,2025-07-10,22:00,42.6,45.3
NCR,Manila,2025-07-10,23:00,37.1,39.5
NCR,Manila,2025-07-11,00:00,53.2,55.2
NCR,Manila,2025-07-11,01:00,54.6,56.3
NCR,Manila,2025-07-11,02:00,41.4,44.1
NCR,Manila,2025-07-11,03:00,59.5,62.1
NCR,Manila,2025-07-11,04:00,58.4,59.8
NCR,Manila,2025-07-11,05:00,42.0,43.5
NCR,Manila,2025-07-11,06:00,41.1,43.4
NCR,Manila,2025-07-11,07:00,44.4,45.6
NCR,Manila,2025-07-11,08:00,48.5,51.1
NCR,Manila,2025-07-11,09:00,55.0,56.7
NCR,Manila,2025-07-11,10:00,41.7,43.8
NCR,Manila,2025-07-11,11:00,51.0,53.2
NCR,Manila,2025-07-11,12:00,60.0,61.6
NCR,Manila,2025-07-11,13:00,58.9,61.8
NCR,Manila,2025-07-11,14:00,51.6,53.3
NCR,Manila,2025-07-11,15:00,38.5,40.2
NCR,Manila,2025-07-11,16:00,53.1,55.2
NCR,Manila,2025-07-11,17:00,39.3,42.1
NCR,Manila,2025-07-11,18:00,54.3,56.2
NCR,Manila,2025-07-11,19:00,47.2,48.8
NCR,Manila,2025-07-11,20:00,36.7,38.8
NCR,Manila,2025-07-11,21:00,33.4,34.4
NCR,Manila,2025-07-11,22:00,35.2,38.2
NCR,Manila,2025-07-11,23:00,36.9,38.8
NCR,Manila,2025-07-12,00:00,40.2,42.0
NCR,Manila,2025-07-12,01:00,53.9,56.4
NCR,Manila,2025-07-12,02:00,47.0,49.7
NCR,Manila,2025-07-12,03:00,46.9,49.8
NCR,Manila,2025-07-12,04:00,52.8,54.7
NCR,Manila,2025-07-12,05:00,43.8,45.4
NCR,Manila,2025-07-12,06:00,34.0,36.4
NCR,Manila,2025-07-12,07:00,59.9,62.9
NCR,Manila,2025-07-12,08:00,41.9,43.3
NCR,Manila,2025-07-12,09:00,57.2,60.2
NCR,Manila,2025-07-12,10:00,35.6,38.5
NCR,Manila,2025-07-12,11:00,45.7,47.2
NCR,Manila,2025-07-12,12:00,43.1,45.6
NCR,Manila,2025-07-12,13:00,52.4,54.1
NCR,Manila,2025-07-12,14:00,38.6,40.1
NCR,Manila,2025-07-12,15:00,38.0,39.4
NCR,Manila,2025-07-12,16:00,50.1,52.3
NCR,Manila,2025-07-12,17:00,48.7,50.2
NCR,Manila,2025-07-12,18:00,37.5,38.9
NCR,Manila,2025-07-12,19:00,57.9,59.2
NCR,Manila,2025-07-12,20:00,54.0,56.6
NCR,Manila,2025-07-12,21:00,34.5,35.8
NCR,Manila,2025-07-12,22:00,58.1,59.2
NCR,Manila,2025-07-12,23:00,47.6,49.4
NCR,Manila,2025-07-13,00:00,38.1,40.0
NCR,Manila,2025-07-13,01:00,58.8,59.9
NCR,Manila,2025-07-13,02:00,38.5,40.9
NCR,Manila,2025-07-13,03:00,49.9,51.9
NCR,Manila,2025-07-13,04:00,47.9,50.3
NCR,Manila,2025-07-13,05:00,49.7,51.6
NCR,Manila,2025-07-13,06:00,52.0,54.8
NCR,Manila,2025-07-13,07:00,47.4,49.5
NCR,Manila,2025-07-13,08:00,42.1,44.0
NCR,Manila,2025-07-13,09:00,38.2,39.7
NCR,Manila,2025-07-13,10:00,53.4,55.7
NCR,Manila,2025-07-13,11:00,56.1,58.9
NCR,Manila,2025-07-13,12:00,50.8,53.4
NCR,Manila,2025-07-13,13:00,35.3,36.4
NCR,Manila,2025-07-13,14:00,41.9,43.6
NCR,Manila,2025-07-13,15:00,36.5,39.3
NCR,Manila,2025-07-13,16:00,44.3,46.0
NCR,Manila,2025-07-13,17:00,42.5,44.0
NCR,Manila,2025-07-13,18:00,57.4,58.7
NCR,Manila,2025-07-13,19:00,40.5,42.8
NCR,Manila,2025-07-13,20:00,34.6,37.4
NCR,Manila,2025-07-13,21:00,44.3,45.3
NCR,Manila,2025-07-13,22:00,56.2,57.5
NCR,Manila,2025-07-13,23:00,34.8,37.0
NCR,Quezon City,2025-07-09,00:00,58.6,60.0
NCR,Quezon City,2025-07-09,01:00,59.1,60.3
NCR,Quezon City,2025-07-09,02:00,52.7,54.3
NCR,Quezon City,2025-07-09,03:00,52.1,54.0
NCR,Quezon City,2025-07-09,04:00,42.7,43.9
NCR,Quezon City,2025-07-09,05:00,57.8,60.7
NCR,Quezon City,2025-07-09,06:00,36.6,39.0
NCR,Quezon City,2025-07-09,07:00,39.8,41.3
NCR,Quezon City,2025-07-09,08:00,50.9,52.9
NCR,Quezon City,2025-07-09,09:00,42.2,44.3
NCR,Quezon City,2025-07-09,10:00,43.8,44.9
NCR,Quezon City,2025-07-09,11:00,38.3,40.1
NCR,Quezon City,2025-07-09,12:00,50.6,52.3
NCR,Quezon City,2025-07-09,13:00,44.3,47.1
NCR,Quezon City,2025-07-09,14:00,38.5,41.3
NCR,Quezon City,2025-07-09,15:00,36.4,38.1
NCR,Quezon City,2025-07-09,16:00,58.1,59.5
NCR,Quezon City,2025-07-09,17:00,51.2,52.7
NCR,Quezon City,2025-07-09,18:00,42.5,44.4
NCR,Quezon City,2025-07-09,19:00,38.8,41.7
NCR,Quezon City,2025-07-09,20:00,35.9,37.9
NCR,Quezon City,2025-07-09,21:00,43.9,45.5
NCR,Quezon City,2025-07-09,22:00,53.0,54.6
NCR,Quezon City,2025-07-09,23:00,45.1,47.7
NCR,Quezon City,2025-07-10,00:00,52.2,54.2
NCR,Quezon City,2025-07-10,01:00,45.5,46.7
NCR,Quezon City,2025-07-10,02:00,41.9,43.7
NCR,Quezon City,2025-07-10,03:00,45.4,46.9
NCR,Quezon City,2025-07-10,04:00,59.1,61.0
NCR,Quezon City,2025-07-10,05:00,37.3,38.6
NCR,Quezon City,2025-07-10,06:00,56.8,59.4
NCR,Quezon City,2025-07-10,07:00,50.6,52.8
NCR,Quezon City,2025-07-10,08:00,41.2,42.8
NCR,Quezon City,2025-07-10,09:00,44.8,46.8
NCR,Quezon City,2025-07-10,10:00,52.1,54.8
NCR,Quezon City,2025-07-10,11:00,53.4,55.0
NCR,Quezon City,2025-07-10,12:00,58.9,61.7
NCR,Quezon City,2025-07-10,13:00,43.8,45.8
NCR,Quezon City,2025-07-10,14:00,41.3,42.6
NCR,Quezon City,2025-07-10,15:00,42.0,44.0
NCR,Quezon City,2025-07-10,16:00,58.2,59.2
NCR,Quezon City,2025-07-10,17:00,50.0,52.7
NCR,Quezon City,2025-07-10,18:00,37.3,39.6
NCR,Quezon City,2025-07-10,19:00,49.5,52.2
NCR,Quezon City,2025-07-10,20:00,42.2,43.9
NCR,Quezon City,2025-07-10,21:00,40.4,41.5
NCR,Quezon City,2025-07-10,22:00,49.1,51.3
NCR,Quezon City,2025-07-10,23:00,48.4,49.5
NCR,Quezon City,2025-07-11,00:00,49.9,51.9
NCR,Quezon City,2025-07-11,01:00,58.0,60.9
NCR,Quezon City,2025-07-11,02:00,37.3,38.8
NCR,Quezon City,2025-07-11,03:00,52.0,53.1
NCR,Quezon City,2025-07-11,04:00,53.6,54.7
NCR,Quezon City,2025-07-11,05:00,42.0,44.6
NCR,Quezon City,2025-07-11,06:00,51.3,54.0
NCR,Quezon City,2025-07-11,07:00,41.9,44.4
NCR,Quezon City,2025-07-11,08:00,41.8,43.5
NCR,Quezon City,2025-07-11,09:00,54.0,55.9
NCR,Quezon City,2025-07-11,10:00,47.4,49.0
NCR,Quezon City,2025-07-11,11:00,33.0,35.5
NCR,Quezon City,2025-07-11,12:00,38.5,40.4
NCR,Quezon City,2025-07-11,13:00,54.1,55.4
NCR,Quezon City,2025-07-11,14:00,56.3,58.4
NCR,Quezon City,2025-07-11,15:00,41.0,42.5
NCR,Quezon City,2025-07-11,16:00,37.2,38.8
NCR,Quezon City,2025-07-11,17:00,55.7,56.9
NCR,Quezon City,2025-07-11,18:00,32.5,33.8
NCR,Quezon City,2025-07-11,19:00,55.8,57.7
NCR,Quezon City,2025-07-11,20:00,40.4,42.9
NCR,Quezon City,2025-07-11,21:00,41.8,43.2
NCR,Quezon City,2025-07-11,22:00,32.2,33.5
NCR,Quezon City,2025-07-11,23:00,34.2,36.6
NCR,Quezon City,2025-07-12,00:00,34.7,36.1
NCR,Quezon City,2025-07-12,01:00,40.1,41.9
NCR,Quezon City,2025-07-12,02:00,59.4,60.9
NCR,Quezon City,2025-07-12,03:00,47.2,50.0
NCR,Quezon City,2025-07-12,04:00,54.5,56.4
NCR,Quezon City,2025-07-12,05:00,49.2,51.0
NCR,Quezon City,2025-07-12,06:00,43.2,44.8
NCR,Quezon City,2025-07-12,07:00,33.6,36.3
NCR,Quezon City,2025-07-12,08:00,34.9,37.4
NCR,Quezon City,2025-07-12,09:00,55.5,56.8
NCR,Quezon City,2025-07-12,10:00,36.0,38.5
NCR,Quezon City,2025-07-12,11:00,51.6,52.8
NCR,Quezon City,2025-07-12,12:00,42.7,44.0
NCR,Quezon City,2025-07-12,13:00,53.2,54.7
NCR,Quezon City,2025-07-12,14:00,38.7,40.2
NCR,Quezon City,2025-07-12,15:00,47.5,50.3
NCR,Quezon City,2025-07-12,16:00,41.6,43.9
NCR,Quezon City,2025-07-12,17:00,50.9,52.0
NCR,Quezon City,2025-07-12,18:00,57.9,59.5
NCR,Quezon City,2025-07-12,19:00,42.0,43.5
NCR,Quezon City,2025-07-12,20:00,53.5,56.3
NCR,Quezon City,2025-07-12,21:00,35.0,37.8
NCR,Quezon City,2025-07-12,22:00,52.8,54.9
NCR,Quezon City,2025-07-12,23:00,47.1,48.7
NCR,Quezon City,2025-07-13,00:00,43.6,45.4
NCR,Quezon City,2025-07-13,01:00,35.0,37.6
NCR,Quezon City,2025-07-13,02:00,45.7,47.5
NCR,Quezon City,2025-07-13,03:00,36.9,38.3
NCR,Quezon City,2025-07-13,04:00,35.6,37.8
NCR,Quezon City,2025-07-13,05:00,59.8,61.1
NCR,Quezon City,2025-07-13,06:00,36.6,37.9
NCR,Quezon City,2025-07-13,07:00,49.8,52.3
NCR,Quezon City,2025-07-13,08:00,36.3,38.1
NCR,Quezon City,2025-07-13,09:00,47.2,48.6
NCR,Quezon City,2025-07-13,10:00,37.2,38.4
NCR,Quezon City,2025-07-13,11:00,42.4,44.3
NCR,Quezon City,2025-07-13,12:00,34.9,37.4
NCR,Quezon City,2025-07-13,13:00,55.6,56.8
NCR,Quezon City,2025-07-13,14:00,59.1,60.2
NCR,Quezon City,2025-07-13,15:00,44.1,46.6
NCR,Quezon City,2025-07-13,16:00,38.3,40.8
NCR,Quezon City,2025-07-13,17:00,55.5,57.7
NCR,Quezon City,2025-07-13,18:00,48.5,50.8
NCR,Quezon City,2025-07-13,19:00,40.7,42.2
NCR,Quezon City,2025-07-13,20:00,41.0,42.3
NCR,Quezon City,2025-07-13,21:00,36.3,37.8
NCR,Quezon City,2025-07-13,22:00,59.5,62.0
NCR,Quezon City,2025-07-13,23:00,54.8,57.3
NCR,Pasig,2025-07-09,00:00,34.4,35.6
NCR,Pasig,2025-07-09,01:00,34.9,35.9
NCR,Pasig,2025-07-09,02:00,35.7,37.8
NCR,Pasig,2025-07-09,03:00,33.3,35.8
NCR,Pasig,2025-07-09,04:00,56.6,58.2
NCR,Pasig,2025-07-09,05:00,47.7,49.0
NCR,Pasig,2025-07-09,06:00,59.7,61.3
NCR,Pasig,2025-07-09,07:00,50.4,52.5
NCR,Pasig,2025-07-09,08:00,52.2,55.0
NCR,Pasig,2025-07-09,09:00,33.0,34.7
NCR,Pasig,2025-07-09,10:00,49.7,52.1
NCR,Pasig,2025-07-09,11:00,51.0,53.4
NCR,Pasig,2025-07-09,12:00,40.5,43.1
NCR,Pasig,2025-07-09,13:00,41.1,42.9
NCR,Pasig,2025-07-09,14:00,59.2,60.8
NCR,Pasig,2025-07-09,15:00,45.5,47.4
NCR,Pasig,2025-07-09,16:00,33.9,35.2
NCR,Pasig,2025-07-09,17:00,50.3,51.8
NCR,Pasig,2025-07-09,18:00,48.9,51.1
NCR,Pasig,2025-07-09,19:00,50.5,52.7
NCR,Pasig,2025-07-09,20:00,42.8,45.2
NCR,Pasig,2025-07-09,21:00,38.5,39.8
NCR,Pasig,2025-07-09,22:00,51.4,53.3
NCR,Pasig,2025-07-09,23:00,55.8,58.3
NCR,Pasig,2025-07-10,00:00,42.4,44.1
NCR,Pasig,2025-07-10,01:00,39.2,41.1
NCR,Pasig,2025-07-10,02:00,41.0,43.9
NCR,Pasig,2025-07-10,03:00,41.2,42.9
NCR,Pasig,2025-07-10,04:00,55.6,56.8
NCR,Pasig,2025-07-10,05:00,52.0,54.2
NCR,Pasig,2025-07-10,06:00,58.9,60.5
NCR,Pasig,2025-07-10,07:00,51.5,54.5
NCR,Pasig,2025-07-10,08:00,51.3,52.4
NCR,Pasig,2025-07-10,09:00,51.9,54.5
NCR,Pasig,2025-07-10,10:00,54.8,56.0
NCR,Pasig,2025-07-10,11:00,47.1,48.2
NCR,Pasig,2025-07-10,12:00,40.2,42.0
NCR,Pasig,2025-07-10,13:00,48.4,51.2
NCR,Pasig,2025-07-10,14:00,49.7,52.3
NCR,Pasig,2025-07-10,15:00,51.9,53.0
NCR,Pasig,2025-07-10,16:00,48.4,50.4
NCR,Pasig,2025-07-10,17:00,47.6,49.9
NCR,Pasig,2025-07-10,18:00,56.4,59.2
NCR,Pasig,2025-07-10,19:00,52.6,54.2
NCR,Pasig,2025-07-10,20:00,55.2,57.9
NCR,Pasig,2025-07-10,21:00,59.4,61.4
NCR,Pasig,2025-07-10,22:00,37.5,38.5
NCR,Pasig,2025-07-10,23:00,43.9,45.7
NCR,Pasig,2025-07-11,00:00,35.0,37.5
NCR,Pasig,2025-07-11,01:00,46.3,48.6
NCR,Pasig,2025-07-11,02:00,49.5,50.5
NCR,Pasig,2025-07-11,03:00,36.7,38.6
NCR,Pasig,2025-07-11,04:00,33.5,35.9
NCR,Pasig,2025-07-11,05:00,37.1,39.4
NCR,Pasig,2025-07-11,06:00,52.3,55.2
NCR,Pasig,2025-07-11,07:00,54.1,57.1
NCR,Pasig,2025-07-11,08:00,40.0,42.2
NCR,Pasig,2025-07-11,09:00,39.3,42.2
NCR,Pasig,2025-07-11,10:00,33.3,35.3
NCR,Pasig,2025-07-11,11:00,34.0,35.5
NCR,Pasig,2025-07-11,12:00,41.0,43.0
NCR,Pasig,2025-07-11,13:00,54.3,56.5
NCR,Pasig,2025-07-11,14:00,47.8,50.0
NCR,Pasig,2025-07-11,15:00,32.7,34.6
NCR,Pasig,2025-07-11,16:00,37.2,38.6
NCR,Pasig,2025-07-11,17:00,51.5,53.6
NCR,Pasig,2025-07-11,18:00,44.3,45.6
NCR,Pasig,2025-07-11,19:00,32.7,35.4
NCR,Pasig,2025-07-11,20:00,53.5,56.4
NCR,Pasig,2025-07-11,21:00,53.9,55.2
NCR,Pasig,2025-07-11,22:00,35.1,36.4
NCR,Pasig,2025-07-11,23:00,53.6,55.1
NCR,Pasig,2025-07-12,00:00,43.8,45.7
NCR,Pasig,2025-07-12,01:00,37.6,40.2
NCR,Pasig,2025-07-12,02:00,38.9,41.6
NCR,Pasig,2025-07-12,03:00,32.7,35.5
NCR,Pasig,2025-07-12,04:00,48.7,50.7
NCR,Pasig,2025-07-12,05:00,41.8,44.8
NCR,Pasig,2025-07-12,06:00,37.3,39.4
NCR,Pasig,2025-07-12,07:00,36.0,38.8
NCR,Pasig,2025-07-12,08:00,55.3,57.2
NCR,Pasig,2025-07-12,09:00,36.1,38.0
NCR,Pasig,2025-07-12,10:00,44.0,45.3
NCR,Pasig,2025-07-12,11:00,48.2,50.7
NCR,Pasig,2025-07-12,12:00,39.2,41.9
NCR,Pasig,2025-07-12,13:00,39.6,41.5
NCR,Pasig,2025-07-12,14:00,47.7,48.9
NCR,Pasig,2025-07-12,15:00,37.3,39.2
NCR,Pasig,2025-07-12,16:00,42.2,43.3
NCR,Pasig,2025-07-12,17:00,47.1,49.2
NCR,Pasig,2025-07-12,18:00,35.2,36.4
NCR,Pasig,2025-07-12,19:00,44.4,46.2
NCR,Pasig,2025-07-12,20:00,55.6,58.0
NCR,Pasig,2025-07-12,21:00,48.9,50.2
NCR,Pasig,2025-07-12,22:00,38.9,41.7
NCR,Pasig,2025-07-12,23:00,43.8,45.6
NCR,Pasig,2025-07-13,00:00,32.8,34.9
NCR,Pasig,2025-07-13,01:00,44.5,47.1
NCR,Pasig,2025-07-13,02:00,53.0,54.8
NCR,Pasig,2025-07-13,03:00,53.4,55.2
NCR,Pasig,2025-07-13,04:00,43.6,46.1
NCR,Pasig,2025-07-13,05:00,51.4,53.1
NCR,Pasig,2025-07-13,06:00,55.2,57.2
NCR,Pasig,2025-07-13,07:00,32.1,33.4
NCR,Pasig,2025-07-13,08:00,36.6,37.8
NCR,Pasig,2025-07-13,09:00,56.5,57.7
NCR,Pasig,2025-07-13,10:00,44.1,46.9
NCR,Pasig,2025-07-13,11:00,53.3,55.6
NCR,Pasig,2025-07-13,12:00,44.6,46.2
NCR,Pasig,2025-07-13,13:00,54.9,57.7
NCR,Pasig,2025-07-13,14:00,40.4,43.3
NCR,Pasig,2025-07-13,15:00,55.3,57.9
NCR,Pasig,2025-07-13,16:00,46.5,48.6
NCR,Pasig,2025-07-13,17:00,45.4,47.2
NCR,Pasig,2025-07-13,18:00,56.5,58.6
NCR,Pasig,2025-07-13,19:00,49.2,51.0
NCR,Pasig,2025-07-13,20:00,53.8,56.1
NCR,Pasig,2025-07-13,21:00,59.8,61.2
NCR,Pasig,2025-07-13,22:00,34.1,35.6
NCR,Pasig,2025-07-13,23:00,44.4,45.7
CAR,Baguio,2025-07-09,00:00,33.6,35.1
CAR,Baguio,2025-07-09,01:00,47.1,49.8
CAR,Baguio,2025-07-09,02:00,56.6,58.5
CAR,Baguio,2025-07-09,03:00,36.7,39.1
CAR,Baguio,2025-07-09,04:00,36.6,39.1
CAR,Baguio,2025-07-09,05:00,41.3,42.5
CAR,Baguio,2025-07-09,06:00,54.5,56.1
CAR,Baguio,2025-07-09,07:00,40.8,41.9
CAR,Baguio,2025-07-09,08:00,39.4,41.6
CAR,Baguio,2025-07-09,09:00,36.4,37.9
CAR,Baguio,2025-07-09,10:00,42.7,45.1
CAR,Baguio,2025-07-09,11:00,40.8,42.7
CAR,Baguio,2025-07-09,12:00,49.4,52.3
CAR,Baguio,2025-07-09,13:00,47.4,49.9
CAR,Baguio,2025-07-09,14:00,40.1,42.1
CAR,Baguio,2025-07-09,15:00,43.5,44.8
CAR,Baguio,2025-07-09,16:00,45.7,47.5
CAR,Baguio,2025-07-09,17:00,56.0,57.4
CAR,Baguio,2025-07-09,18:00,37.6,38.8
CAR,Baguio,2025-07-09,19:00,54.0,55.5
CAR,Baguio,2025-07-09,20:00,41.9,44.6
CAR,Baguio,2025-07-09,21:00,44.1,45.2
CAR,Baguio,2025-07-09,22:00,43.6,45.6
CAR,Baguio,2025-07-09,23:00,36.1,37.7
CAR,Baguio,2025-07-10,00:00,51.9,53.7
CAR,Baguio,2025-07-10,01:00,42.1,45.0
CAR,Baguio,2025-07-10,02:00,57.2,60.0
CAR,Baguio,2025-07-10,03:00,39.5,41.6
CAR,Baguio,2025-07-10,04:00,35.3,37.7
CAR,Baguio,2025-07-10,05:00,50.9,52.5
CAR,Baguio,2025-07-10,06:00,34.4,35.6
CAR,Baguio,2025-07-10,07:00,57.9,59.2
CAR,Baguio,2025-07-10,08:00,46.1,48.0
CAR,Baguio,2025-07-10,09:00,36.1,38.9
CAR,Baguio,2025-07-10,10:00,50.2,51.3
CAR,Baguio,2025-07-10,11:00,36.5,39.5
CAR,Baguio,2025-07-10,12:00,42.8,45.3
CAR,Baguio,2025-07-10,13:00,37.7,39.3
CAR,Baguio,2025-07-10,14:00,54.2,57.0
CAR,Baguio,2025-07-10,15:00,44.3,45.8
CAR,Baguio,2025-07-10,16:00,51.2,53.7
CAR,Baguio,2025-07-10,17:00,54.0,55.8
CAR,Baguio,2025-07-10,18:00,39.3,40.4
CAR,Baguio,2025-07-10,19:00,47.4,50.3
CAR,Baguio,2025-07-10,20:00,50.3,53.1
CAR,Baguio,2025-07-10,21:00,54.6,56.4
CAR,Baguio,2025-07-10,22:00,51.5,54.2
CAR,Baguio,2025-07-10,23:00,48.3,49.8
CAR,Baguio,2025-07-11,00:00,42.0,43.9
CAR,Baguio,2025-07-11,01:00,53.7,55.2
CAR,Baguio,2025-07-11,02:00,34.9,37.3
CAR,Baguio,2025-07-11,03:00,41.7,43.6
CAR,Baguio,2025-07-11,04:00,50.6,53.3
CAR,Baguio,2025-07-11,05:00,58.5,60.9
CAR,Baguio,2025-07-11,06:00,42.7,43.9
CAR,Baguio,2025-07-11,07:00,34.9,37.2
CAR,Baguio,2025-07-11,08:00,55.0,57.5
CAR,Baguio,2025-07-11,09:00,33.3,34.5
CAR,Baguio,2025-07-11,10:00,38.9,41.8
CAR,Baguio,2025-07-11,11:00,41.0,42.4
CAR,Baguio,2025-07-11,12:00,35.6,37.9
CAR,Baguio,2025-07-11,13:00,45.5,48.4
CAR,Baguio,2025-07-11,14:00,53.3,56.0
CAR,Baguio,2025-07-11,15:00,42.0,43.1
CAR,Baguio,2025-07-11,16:00,35.7,37.0
CAR,Baguio,2025-07-11,17:00,56.8,58.6
CAR,Baguio,2025-07-11,18:00,36.1,37.2
CAR,Baguio,2025-07-11,19:00,47.7,49.8
CAR,Baguio,2025-07-11,20:00,48.2,49.5
CAR,Baguio,2025-07-11,21:00,48.6,51.5
CAR,Baguio,2025-07-11,22:00,40.2,43.1
CAR,Baguio,2025-07-11,23:00,59.8,62.7
CAR,Baguio,2025-07-12,00:00,43.8,45.0
CAR,Baguio,2025-07-12,01:00,59.2,60.6
CAR,Baguio,2025-07-12,02:00,45.4,47.9
CAR,Baguio,2025-07-12,03:00,37.2,39.5
CAR,Baguio,2025-07-12,04:00,43.9,46.4
CAR,Baguio,2025-07-12,05:00,50.5,53.0
CAR,Baguio,2025-07-12,06:00,33.6,35.7
CAR,Baguio,2025-07-12,07:00,46.0,48.6
CAR,Baguio,2025-07-12,08:00,33.1,34.5
CAR,Baguio,2025-07-12,09:00,39.7,41.6
CAR,Baguio,2025-07-12,10:00,35.9,37.5
CAR,Baguio,2025-07-12,11:00,54.1,56.0
CAR,Baguio,2025-07-12,12:00,50.6,53.4
CAR,Baguio,2025-07-12,13:00,55.0,57.4
CAR,Baguio,2025-07-12,14:00,46.1,48.3
CAR,Baguio,2025-07-12,15:00,38.9,41.4
CAR,Baguio,2025-07-12,16:00,39.4,41.5
CAR,Baguio,2025-07-12,17:00,37.0,39.4
CAR,Baguio,2025-07-12,18:00,54.1,56.7
CAR,Baguio,2025-07-12,19:00,35.7,37.5
CAR,Baguio,2025-07-12,20:00,32.2,33.8
CAR,Baguio,2025-07-12,21:00,51.5,52.7
CAR,Baguio,2025-07-12,22:00,56.5,58.0
CAR,Baguio,2025-07-12,23:00,58.1,59.1
CAR,Baguio,2025-07-13,00:00,44.6,46.4
CAR,Baguio,2025-07-13,01:00,53.2,55.1
CAR,Baguio,2025-07-13,02:00,59.4,62.3
CAR,Baguio,2025-07-13,03:00,44.8,47.7
CAR,Baguio,2025-07-13,04:00,51.2,52.4
CAR,Baguio,2025-07-13,05:00,45.9,47.3
CAR,Baguio,2025-07-13,06:00,38.7,40.6
CAR,Baguio,2025-07-13,07:00,38.0,40.6
CAR,Baguio,2025-07-13,08:00,56.5,57.8
CAR,Baguio,2025-07-13,09:00,51.0,53.6
CAR,Baguio,2025-07-13,10:00,57.1,60.0
CAR,Baguio,2025-07-13,11:00,52.8,54.8
CAR,Baguio,2025-07-13,12:00,42.2,44.3
CAR,Baguio,2025-07-13,13:00,49.6,51.0
CAR,Baguio,2025-07-13,14:00,32.9,34.5
CAR,Baguio,2025-07-13,15:00,39.4,41.7
CAR,Baguio,2025-07-13,16:00,33.3,34.4
CAR,Baguio,2025-07-13,17:00,41.0,43.8
CAR,Baguio,2025-07-13,18:00,43.3,44.7
CAR,Baguio,2025-07-13,19:00,54.0,55.8
CAR,Baguio,2025-07-13,20:00,32.6,35.6
CAR,Baguio,2025-07-13,21:00,46.6,49.1
CAR,Baguio,2025-07-13,22:00,33.2,35.9
CAR,Baguio,2025-07-13,23:00,51.5,53.8
CAR,La Trinidad,2025-07-09,00:00,41.3,43.9
CAR,La Trinidad,2025-07-09,01:00,34.5,36.5
CAR,La Trinidad,2025-07-09,02:00,47.2,49.2
CAR,La Trinidad,2025-07-09,03:00,56.3,57.9
CAR,La Trinidad,2025-07-09,04:00,38.8,40.4
CAR,La Trinidad,2025-07-09,05:00,44.0,46.8
CAR,La Trinidad,2025-07-09,06:00,52.7,55.1
CAR,La Trinidad,2025-07-09,07:00,54.1,56.9
CAR,La Trinidad,2025-07-09,08:00,32.5,35.1
CAR,La Trinidad,2025-07-09,09:00,34.6,37.2
CAR,La Trinidad,2025-07-09,10:00,39.3,42.1
CAR,La Trinidad,2025-07-09,11:00,36.4,39.3
CAR,La Trinidad,2025-07-09,12:00,57.9,59.6
CAR,La Trinidad,2025-07-09,13:00,43.6,46.1
CAR,La Trinidad,2025-07-09,14:00,38.9,40.3
CAR,La Trinidad,2025-07-09,15:00,37.9,40.0
CAR,La Trinidad,2025-07-09,16:00,57.5,58.9
